time,min,mean,max,median
1659312000.01,3.8343865156250008,3.8396145066106775,3.845234218750001,3.839633074218751
1659312060.01,3.834813332031251,3.840171856606772,3.845043792968751,3.840191218750001
1659312120.01,3.833815238281251,3.8398234813951833,3.845628203125001,3.839843199218751
1659312180.01,3.834741101562501,3.839834332381512,3.8448599335937512,3.839810367187501
1659312240.01,3.8339531328125007,3.839481750292319,3.844892765625001,3.8394951796875008
1659312300.01,3.834491578125001,3.8394793240052096,3.845201386718751,3.839449214843751
1659312360.01,3.834892128906251,3.83987157484896,3.846022187500001,3.839846482421876
1659312420.01,3.835318945312501,3.839714345534505,3.844820535156251,3.839738136718751
1659312480.01,3.8339990976562506,3.840014585705079,3.8452933164062513,3.840007359375001
1659312540.01,3.8346820039062512,3.839508386919273,3.844866500000001,3.839514878906251
1659312600.01,3.8355750351562494,3.840435638995444,3.845772664062501,3.840447308593751
1659312660.01,3.834333984375001,3.8395456479915375,3.845542839843751,3.8395411445312506
1659312720.01,3.833749574218751,3.8394949454856784,3.844866500000001,3.839488613281251
1659312780.01,3.8342289218750008,3.8393470185800784,3.844308355468751,3.839363851562501
1659312840.01,3.835299246093751,3.84007384204948,3.845280183593751,3.840073023437501
1659312900.01,3.833381855468751,3.839372831123048,3.8444528164062506,3.83935071875
1659312960.01,3.8344259140625008,3.8398578981191416,3.845109457031251,3.839849765625001
1659313020.01,3.834025363281251,3.8392576946614585,3.843842140625001,3.839265355468751
1659313080.01,3.8343142851562506,3.8394561522519535,3.844321488281251,3.839442648437501
1659313140.01,3.834517843750001,3.839654584671225,3.845352414062501,3.8396527734375008
1659313200.01,3.834373382812501,3.839834175882162,3.845424644531251,3.839843199218751
1659313260.01,3.83447187890625,3.839428478132813,3.846645996093751,3.839429515625001
1659313320.01,3.833743007812501,3.8394449652845055,3.845050359375001,3.839429515625001
1659313380.01,3.834406214843751,3.839574263295574,3.844511914062501,3.839560843750001
1659313440.01,3.8334015546875007,3.838632358283855,3.844912464843751,3.838608714843751
1659313500.01,3.831464464843751,3.836934089729818,3.842246503906251,3.836934281250001
1659313560.01,3.831674589843751,3.837405591625001,3.843211765625001,3.837393929687501
1659313620.01,3.831011382812501,3.836894936438152,3.842082343750001,3.836901449218751
1659313680.01,3.831162410156251,3.836724296333335,3.842016679687501,3.836711023437501
1659313740.01,3.831904414062501,3.837933416869793,3.844163894531251,3.837860144531251
1659313800.01,3.8351547851562495,3.8400758163489592,3.8457135664062494,3.840099289062501
1659313860.01,3.835765460937501,3.840273465177084,3.845385246093751,3.840283148437501
1659313920.01,3.8360937812500007,3.8410331633593753,3.8462323125000006,3.841025152343751
1659313980.01,3.835949320312501,3.84129407951172,3.846652562500001,3.841294375000001
1659314040.01,3.836238242187501,3.841542403485678,3.847204140625001,3.841543898437501
1659314100.01,3.8364155351562506,3.841549051972006,3.846567199218751,3.841550464843751
1659314160.01,3.8361331796875007,3.841819010065756,3.847309203125001,3.841839386718751
1659314220.01,3.836468066406251,3.841675270338543,3.847729453125001,3.841668660156251
1659314280.01,3.8367635546875007,3.84188196767448,3.8470990781250007,3.8418787851562506
1659314340.01,3.836586261718751,3.842074898539715,3.84757842578125,3.842088910156251
1659314400.01,3.836940847656251,3.842422018473308,3.847433964843751,3.842410664062501
1659314460.01,3.837505558593751,3.843100148757162,3.8485305546875006,3.843093570312501
1659314520.01,3.8383132265625006,3.843361986395183,3.848622484375001,3.843369359375001
1659314580.01,3.837873277343751,3.843803847532553,3.849653410156251,3.843802742187501
1659314640.01,3.838372324218751,3.843864501427084,3.8485699531250006,3.843868406250001
1659314700.01,3.839324453125001,3.844413069949219,3.8495549140625007,3.844433117187501
1659314760.01,3.838582449218751,3.843899571508464,3.8486027851562494,3.843907804687501
1659314820.01,3.8376106210937513,3.843818856148439,3.848326996093751,3.843848707031251
1659314880.01,3.836500898437501,3.841490981958334,3.847604691406251,3.8414782343750007
1659314940.01,3.835765460937501,3.841131325660808,3.846494968750001,3.841143347656251
1659315000.01,3.8354240078125006,3.840731835354168,3.8459236914062505,3.8407230976562494
1659315060.01,3.835200750000001,3.840744512895834,3.8456479023437504,3.8407756289062505
1659315120.01,3.835305812500001,3.840741497820964,3.8453327148437513,3.840755929687501
1659315180.01,3.8357785937500006,3.841937268853516,3.847558726562501,3.8419575820312506
1659315240.01,3.838700644531251,3.843461954458334,3.848386093750001,3.843474421875001
1659315300.01,3.837315132812501,3.843770808659506,3.849023035156251,3.843783042968752
1659315360.01,3.8387072109375007,3.843749283979818,3.849620578125001,3.8437436445312505
1659315420.01,3.837952074218751,3.8433233004127616,3.848136570312501,3.8433102617187513
1659315480.01,3.8376894179687504,3.843474187673178,3.8486027851562494,3.843474421875001
1659315540.01,3.8388319726562505,3.843584223131511,3.849154363281251,3.843553218750001
1659315600.01,3.838996132812501,3.843949312035808,3.849528648437501,3.8439340703125007
1659315660.01,3.8382015976562505,3.843801691562501,3.8489245390625006,3.843809308593751
1659315720.01,3.837984906250001,3.8434835666901055,3.84948925,3.843480988281251
1659315780.01,3.837873277343751,3.8435514392539054,3.848635617187501,3.8435400859375006
1659315840.01,3.839074929687501,3.843497185416668,3.849193761718751,3.843477705078126
1659315900.01,3.838326359375001,3.84358437963086,3.848720980468751,3.843592617187501
1659315240.0,3.838700644531251,3.843462036538412,3.848386093750001,3.843474421875001
1659315300.0,3.837315132812501,3.843770180473308,3.849023035156251,3.843783042968752
1659315360.0,3.8387072109375007,3.843749104498048,3.849620578125001,3.8437436445312505
1659315420.0,3.837952074218751,3.843323670320313,3.848136570312501,3.8433102617187513
1659315480.0,3.8376894179687504,3.84347385388086,3.8486027851562494,3.843474421875001
1659315540.0,3.8388319726562505,3.843584535035808,3.849154363281251,3.843556501953126
1659315600.0,3.838996132812501,3.8439493733222654,3.849528648437501,3.8439340703125007
1659315660.0,3.8382015976562505,3.8438019279531255,3.8489245390625006,3.843809308593751
1659315720.0,3.837984906250001,3.843483272296225,3.84948925,3.843480988281251
1659315780.0,3.837873277343751,3.8435510343255217,3.848635617187501,3.843536802734376
1659315840.0,3.839074929687501,3.843497507170574,3.849193761718751,3.843477705078126
1659315900.0,3.838326359375001,3.843584647759116,3.848720980468751,3.843592617187501
1659315960.0,3.838293527343751,3.8436624640507824,3.8483729609375006,3.8436648476562505
1659316020.0,3.838884503906251,3.844055717365887,3.851288445312501,3.844071964843751
1659316080.0,3.83903553125,3.84388470078711,3.848386093750001,3.843881539062501
1659316140.0,3.838733476562501,3.843905836954428,3.849141230468751,3.843907804687501
1659316200.0,3.837952074218751,3.8438774142649743,3.848353261718751,3.843868406250001
1659316260.0,3.838503652343751,3.8437854834830736,3.849075566406251,3.843789609375001
1659316320.0,3.8388254062500007,3.84388265206836,3.84948925,3.843884822265626
1659316380.0,3.838733476562501,3.844069293410808,3.849344789062501,3.844071964843751
1659316440.0,3.838845105468751,3.844310099944011,3.848635617187501,3.844301789062501
1659316500.0,3.8389042031250007,3.844262276807293,3.849403886718751,3.844255824218751
1659316560.0,3.837131273437501,3.842923638285157,3.848740679687501,3.842896578125001
1659316620.0,3.835903355468752,3.841624643346355,3.846751058593751,3.8416095625
1659316680.0,3.836500898437501,3.8413828376250008,3.8466262968750007,3.841356755859376
1659316740.0,3.836395835937501,3.841646881575522,3.846416171875001,3.8416423945312506
1659316800.0,3.8366059609375007,3.8418522174765632,3.846613164062501,3.841852519531251
1659316860.0,3.837479292968751,3.842974986487631,3.8490427343750007,3.8429950742187504
1659316920.0,3.838950167968751,3.8443597901289066,3.849568046875,3.8443411875
1659316980.0,3.839311320312501,3.8448446185455736,3.849640277343751,3.8448402343750008
1659317040.0,3.839862898437501,3.8448638624934905,3.849640277343751,3.844892765625001
1659317100.0,3.8394951796875008,3.844701084565756,3.849659976562501,3.844679357421876
1659317160.0,3.839081496093751,3.8451236196751313,3.851288445312501,3.8451357226562513
1659317220.0,3.83969873828125,3.8448199540292975,3.849607445312501,3.844813968750001
1659317280.0,3.839390117187501,3.8445580168007822,3.849883234375001,3.8445644453125007
1659317340.0,3.84017151953125,3.844860122925132,3.850421679687501,3.844879632812501
1659317400.0,3.838720343750001,3.844854279917969,3.850040828125001,3.844866500000001
1659317460.0,3.838457687500001,3.845009029319662,3.8511833828125006,3.844984695312501
1659317520.0,3.840427609375001,3.845392440686199,3.851203082031251,3.84539837890625
1659317580.0,3.840033625000001,3.8453957807981776,3.850612105468751,3.845424644531251
1659317640.0,3.840860992187501,3.845421713725261,3.850776265625001,3.845424644531251
1659317700.0,3.829225320312501,3.845479430623204,3.858846378906251,3.845470609375001
1659317760.0,3.83961994140625,3.845222690329428,3.850461078125001,3.845201386718751
1659317820.0,3.840335679687501,3.845912954237631,3.852352203125001,3.845903992187501
1659317880.0,3.8395345781250008,3.845398591220053,3.850815664062501,3.845385246093751
1659317940.0,3.839390117187501,3.845092904215496,3.850316617187501,3.84508319140625
1659318000.0,3.840985753906251,3.8458903307792975,3.8514591718750006,3.8458842929687513
1659318060.0,3.840447308593751,3.8454199484563807,3.8504413789062513,3.845431210937501
1659318120.0,3.840158386718751,3.8456389840696623,3.850841929687501,3.8456347695312494
1659318180.0,3.839810367187501,3.8452706305670574,3.850270652343751,3.845260484375001
1659318240.0,3.840243750000001,3.845291842248048,3.8501261914062512,3.845273617187501
