time,min,mean,max,median
1659312000.01,8.516916222265625,8.52324603225293,8.528699858984375,8.523245355078124
1659312060.01,8.5175602671875,8.52337846432129,8.529685804296875,8.523380525
1659312120.01,8.517329683203124,8.523375497208985,8.52924848984375,8.523372573828125
1659312180.01,8.5175284625,8.523276058528321,8.52986868125,8.523277159765625
1659312240.01,8.5170513921875,8.523170310592773,8.528556737890625,8.523189696875
1659312300.01,8.516121105078126,8.523091681454103,8.529399562109376,8.523094282812501
1659312360.01,8.515779204687501,8.523190696072266,8.529335952734375,8.523189696875
1659312420.01,8.517504608984375,8.52324783584375,8.529526780859376,8.52326920859375
1659312480.01,8.51722631796875,8.523309587294921,8.529399562109376,8.52333281796875
1659312540.01,8.517504608984375,8.523426050759765,8.530019753515624,8.523404378515625
1659312600.01,8.516677687109375,8.523397739287109,8.52963014609375,8.523380525
1659312660.01,8.517456901953125,8.523249082852539,8.529224636328125,8.523245355078124
1659312720.01,8.516820808203125,8.523222006461916,8.529161026953124,8.52325330625
1659312780.01,8.516948026953125,8.523077544270508,8.5287237125,8.523070429296876
1659312840.01,8.5170195875,8.523056724126953,8.529288245703125,8.523038624609375
1659312900.01,8.5171150015625,8.523137600796874,8.528795273046875,8.523149941015625
1659312960.01,8.517631827734375,8.523139579313476,8.5287237125,8.52314198984375
1659313020.01,8.516948026953125,8.523209386626954,8.528795273046875,8.5232215015625
1659313080.01,8.51738534140625,8.523194682259765,8.53039345859375,8.523213550390626
1659313140.01,8.517043441015625,8.52322429772461,8.529288245703125,8.523245355078124
1659313200.01,8.51689236875,8.523232381416017,8.5292643921875,8.52323740390625
1659313260.01,8.517456901953125,8.523164373717773,8.529367757421875,8.523165843359376
1659313320.01,8.516423249609375,8.523174568445313,8.528962247656251,8.523181745703125
1659313380.01,8.517663632421876,8.523249206095704,8.529399562109376,8.523245355078124
1659313440.01,8.517329683203124,8.523292223260743,8.52908946640625,8.523277159765625
1659313500.01,8.517409194921875,8.523342517073242,8.529940241796876,8.523308964453125
1659313560.01,8.51773519296875,8.523434869934572,8.529041759375,8.523444134375
1659313620.01,8.517743144140626,8.52352482816797,8.528962247656251,8.523503768164062
1659313680.01,8.517154757421876,8.523723990446289,8.529272343359375,8.52371447421875
1659313740.01,8.517766997656251,8.523949477729492,8.529574487890626,8.523960960546875
1659313800.01,8.517870362890624,8.524134154297851,8.52988458359375,8.524119983984376
1659313860.01,8.51880065,8.524324920138671,8.53020263046875,8.524326714453125
1659313920.01,8.51910279453125,8.524585988916016,8.530767163671875,8.524589103125
1659313980.01,8.518172507421875,8.525015766983397,8.531196526953126,8.525030393164062
1659314040.01,8.518172507421875,8.52520836424414,8.531522525,8.525217245703125
1659314100.01,8.519126648046875,8.525283201999024,8.53252437265625,8.5252570015625
1659314160.01,8.51846670078125,8.525346335628907,8.53188827890625,8.525360366796875
1659314220.01,8.518665480078125,8.525365515180665,8.530465019140625,8.52540012265625
1659314280.01,8.5192141109375,8.525541661466796,8.530576335546876,8.525567097265625
1659314340.01,8.5204862984375,8.525899086520507,8.532985540625,8.52587719296875
1659314400.01,8.520176202734374,8.526305073356445,8.531800816015625,8.526314507421874
1659314460.01,8.520923612890625,8.52684799659961,8.533494415625,8.526855187109375
1659314520.01,8.521289366796875,8.527287321374024,8.533375148046876,8.52727659921875
1659314580.01,8.5210905875,8.527739159967773,8.533868120703126,8.527729816015626
1659314640.01,8.522291214453125,8.527990053895508,8.5339714859375,8.527984253515625
1659314700.01,8.522482042578126,8.527987869973632,8.533430806250001,8.528000155859376
1659314760.01,8.521861851171876,8.527816012019532,8.53554581796875,8.52781727890625
1659314820.01,8.521162148046875,8.527672376750001,8.533391050390625,8.527650304296875
1659314880.01,8.521527901953124,8.527655007415039,8.534154362890625,8.527666206640625
1659314940.01,8.520716882421874,8.527567225152344,8.533677292578124,8.527570792578125
1659315000.01,8.52158356015625,8.527592667577148,8.534647335546875,8.527570792578125
1659315060.01,8.521702827734375,8.527496954020508,8.53421002109375,8.52749923203125
1659315120.01,8.52151995078125,8.527453417378908,8.532898077734375,8.527443573828124
1659315180.01,8.52145634140625,8.527455031466797,8.534440605078125,8.5274833296875
1659315240.01,8.52123370859375,8.527516621244141,8.533359245703124,8.5275469390625
1659315300.01,8.52142453671875,8.527555513076171,8.532786761328126,8.527550914648437
1659315360.01,8.52082024765625,8.527449716108398,8.53328768515625,8.527459476171876
1659315420.01,8.5218539,8.527360097125,8.532977589453125,8.52737201328125
1659315480.01,8.5211223921875,8.527252994839845,8.5327629078125,8.527252745703125
1659315540.01,8.520955417578126,8.527304798049805,8.5333353921875,8.52730840390625
1659315600.01,8.52097927109375,8.52725859379004,8.534257728125,8.527260696875
1659315660.01,8.520621468359375,8.52729143610547,8.533009394140626,8.527284550390625
1659315720.01,8.52088385703125,8.527250104588868,8.533057101171876,8.527236843359375
1659315780.01,8.520263665625,8.527275467501953,8.532866273046876,8.527252745703125
1659315840.01,8.52008873984375,8.52731830709082,8.53309685703125,8.527332257421875
1659315900.01,8.5215676578125,8.527435616030274,8.53382836484375,8.527443573828124
1659315240.0,8.52123370859375,8.527516342953126,8.533359245703124,8.5275469390625
1659315300.0,8.52142453671875,8.52755603387793,8.532786761328126,8.527554890234375
1659315360.0,8.52082024765625,8.527449061461915,8.53328768515625,8.527459476171876
1659315420.0,8.5218539,8.527360118328126,8.532977589453125,8.52737201328125
1659315480.0,8.5211223921875,8.527253030620118,8.5327629078125,8.527252745703125
1659315540.0,8.520955417578126,8.527305027308593,8.5333353921875,8.52730840390625
1659315600.0,8.52097927109375,8.527258482473632,8.534257728125,8.527260696875
1659315660.0,8.520621468359375,8.527291575250977,8.533009394140626,8.527284550390625
1659315720.0,8.52088385703125,8.527249871354492,8.533057101171876,8.527236843359375
1659315780.0,8.520263665625,8.527275447624024,8.532866273046876,8.527252745703125
1659315840.0,8.52008873984375,8.527318451537111,8.53309685703125,8.527332257421875
1659315900.0,8.5215676578125,8.527435691566405,8.53382836484375,8.527443573828124
1659315960.0,8.5208043453125,8.527571867311524,8.53351031796875,8.527570792578125
1659316020.0,8.521623316015626,8.527625764330077,8.533565976171875,8.527618499609375
1659316080.0,8.521830046484375,8.527654673465822,8.533359245703124,8.527650304296875
1659316140.0,8.521114441015625,8.527701031448242,8.5333035875,8.5277059625
1659316200.0,8.5222673609375,8.527685561118165,8.533740901953125,8.527682108984376
1659316260.0,8.521702827734375,8.527645924526366,8.533375148046876,8.527650304296875
1659316320.0,8.519778644140626,8.52778914103418,8.533486464453125,8.527769571875
1659316380.0,8.521957265234375,8.527955993725586,8.534154362890625,8.5279604
1659316440.0,8.5221401421875,8.528138023878906,8.533709097265625,8.528159179296875
1659316500.0,8.521694876562501,8.528200117230469,8.5343213375,8.528190983984375
1659316560.0,8.522426384375,8.528289732238282,8.534440605078125,8.52829434921875
1659316620.0,8.522704675390624,8.528341675918945,8.53513235703125,8.528350007421874
1659316680.0,8.521957265234375,8.52837665709961,8.534575775,8.52838976328125
1659316740.0,8.522362775,8.52837731572168,8.534138460546876,8.528350007421874
1659316800.0,8.522990917578126,8.52840157209668,8.534520116796875,8.52838976328125
1659316860.0,8.522179898046875,8.528566493978515,8.534472409765625,8.528556737890625
1659316920.0,8.523038624609375,8.528678780427734,8.53363753671875,8.52867600546875
1659316980.0,8.522402530859376,8.528800701046874,8.534615530859375,8.528795273046875
1659317040.0,8.522323019140625,8.528686406926758,8.534472409765625,8.528683956640625
1659317100.0,8.522235556250001,8.528634935015626,8.53430543515625,8.528620347265624
1659317160.0,8.522625163671876,8.528543556172853,8.53411460703125,8.528493128515626
1659317220.0,8.522529749609376,8.528506832360351,8.534742749609375,8.52851698203125
1659317280.0,8.522450237890626,8.528505467409179,8.533693194921876,8.528524933203125
1659317340.0,8.521845948828124,8.528355662030274,8.534408800390626,8.528373860937501
1659317400.0,8.5229670640625,8.528524738399414,8.535617378515624,8.528524933203125
