time,min,mean,max,median
1659312000.01,14.56320033203125,14.571426914470052,14.58071412109375,14.57141109765625
1659312060.01,14.56262281640625,14.571513034395185,14.58014916015625,14.5715303671875
1659312120.01,14.5625663203125,14.571540681909504,14.58075178515625,14.5715303671875
1659312180.01,14.56286135546875,14.571477127988937,14.58003616796875,14.57148642578125
1659312240.01,14.56193230859375,14.571359762585285,14.57963441796875,14.5713797109375
1659312300.01,14.56266048046875,14.571309023861977,14.57910084375,14.57132321484375
1659312360.01,14.56172515625,14.571356571602212,14.5795904765625,14.571345185546877
1659312420.01,14.5630685078125,14.571395965072918,14.58002361328125,14.571392265625
1659312480.01,14.5627169765625,14.5714802750306,14.5807706171875,14.57146759375
1659312540.01,14.5630182890625,14.571615985971356,14.58242155859375,14.57159941796875
1659312600.01,14.5632819375,14.571577909696614,14.58007383203125,14.57156803125
1659312660.01,14.56125435546875,14.571488743167317,14.57972230078125,14.57148642578125
1659312720.01,14.56239683203125,14.571399384132812,14.5805571875,14.5713797109375
1659312780.01,14.56312500390625,14.571280276766275,14.57857982421875,14.57126671875
1659312840.01,14.5640477734375,14.571249019779296,14.5800926640625,14.57124788671875
1659312900.01,14.561499171875,14.571300118403643,14.58106565234375,14.5713043828125
1659312960.01,14.560645453125,14.571367976489585,14.5815490078125,14.57133576953125
1659313020.01,14.56282369140625,14.571455096604817,14.58052580078125,14.57144876171875
1659313080.01,14.5618130390625,14.571426662330076,14.579929453125,14.57143620703125
1659313140.01,14.561097421875,14.571498427016277,14.5820511953125,14.57148642578125
1659313200.01,14.562647925781253,14.571501803180988,14.57991062109375,14.5715052578125
1659313260.01,14.56121669140625,14.571417489038412,14.58003616796875,14.57144876171875
1659313320.01,14.56318777734375,14.571428048576822,14.58065134765625,14.571392265625
1659313380.01,14.5607333359375,14.571521704453124,14.57991062109375,14.57151153515625
1659313440.01,14.56208296484375,14.571539091649086,14.57937076953125,14.57156803125
1659313500.01,14.56253493359375,14.571638253802083,14.58080200390625,14.571643359375
1659313560.01,14.5642863125,14.57171912586784,14.58145484765625,14.5717061328125
1659313620.01,14.5628801875,14.57190645854492,14.58053835546875,14.571894453125
1659313680.01,14.56262281640625,14.572137895839193,14.579979671875,14.5721078828125
1659313740.01,14.56544762109375,14.57240617486393,14.58304929296875,14.57239036328125
1659313800.01,14.5626793125,14.57261014982552,14.5804190859375,14.57261634765625
1659313860.01,14.5640854375,14.572749807123046,14.58255966015625,14.5727607265625
1659313920.01,14.561448953125,14.57304432544466,14.58104054296875,14.573049484375
1659313980.01,14.56340120703125,14.573347986717447,14.58211396875,14.57331941015625
1659314040.01,14.5657803203125,14.573607656365231,14.58274798046875,14.57358305859375
1659314100.01,14.56572382421875,14.573757486098309,14.58264754296875,14.57377137890625
1659314160.01,14.5640854375,14.57386578701758,14.581586671875,14.573852984375
1659314220.01,14.56400383203125,14.5738813820319,14.58168083203125,14.57387809375
1659314280.01,14.5635204765625,14.574095974074218,14.582591046875,14.574104078125
1659314340.01,14.567274328125,14.574530947962238,14.5828798046875,14.57451210546875
1659314400.01,14.56641433203125,14.575012877427737,14.5833066640625,14.57500173828125
1659314460.01,14.56721783203125,14.575508750966144,14.58375235546875,14.5755227578125
1659314520.01,14.566113019531253,14.57611340982552,14.58591176171875,14.57611910546875
1659314580.01,14.56751914453125,14.576581129477214,14.587261390625,14.5766024609375
1659314640.01,14.5662825078125,14.576885166344402,14.58522753125,14.57689749609375
1659314700.01,14.566772140625,14.576969931409504,14.586608546875,14.5769791015625
1659314760.01,14.56825359375,14.576887803874998,14.584951328125,14.57689121875
1659314820.01,14.56726805078125,14.576762354298827,14.58420432421875,14.5767531171875
1659314880.01,14.56587448046875,14.576743355917968,14.586457890625,14.57674683984375
1659314940.01,14.56765724609375,14.576692871427085,14.58626329296875,14.576715453125
1659315000.01,14.56849841015625,14.576737196797527,14.58562300390625,14.57672173046875
1659315060.01,14.56691651953125,14.57676518538086,14.58631351171875,14.5767531171875
1659315120.01,14.56807155078125,14.576776543188153,14.586257015625,14.57674683984375
1659315180.01,14.5694713984375,14.576850143997394,14.58591176171875,14.57680961328125
1659315240.01,14.56867417578125,14.576964198102214,14.58597453515625,14.57696026953125
1659315300.01,14.56879972265625,14.57703541770573,14.5869977421875,14.5770293203125
1659315360.01,14.5686176796875,14.577041632276044,14.5850392109375,14.577016765625
1659315420.01,14.56711739453125,14.576966586631512,14.58689102734375,14.57696026953125
1659315480.01,14.56864906640625,14.576879799215495,14.58616285546875,14.57692260546875
1659315540.01,14.566878855468753,14.577016368059896,14.58620051953125,14.577016765625
1659315600.01,14.56765724609375,14.577050596322918,14.585754828125,14.57704815234375
1659315660.01,14.56640177734375,14.57704934713151,14.58353892578125,14.57704815234375
1659315720.01,14.5695090625,14.577130444135417,14.586106359375,14.5771423125
1659315780.01,14.5684670234375,14.577202660790364,14.58704168359375,14.5772050859375
1659315840.01,14.567625859375,14.577354184360026,14.58563555859375,14.57734946484375
1659315900.01,14.568128046875,14.57753600866797,14.58657716015625,14.57755033984375
1659315240.0,14.56867417578125,14.57696417822396,14.58597453515625,14.57696026953125
1659315300.0,14.56879972265625,14.577035458508462,14.5869977421875,14.5770293203125
1659315360.0,14.5686176796875,14.577041283883466,14.5850392109375,14.577016765625
1659315420.0,14.56711739453125,14.576966951763673,14.58689102734375,14.57696026953125
1659315480.0,14.56864906640625,14.576879485348307,14.58616285546875,14.57692260546875
1659315540.0,14.566878855468753,14.57701704915169,14.58620051953125,14.577016765625
1659315600.0,14.56765724609375,14.57705064444922,14.585754828125,14.57704815234375
1659315660.0,14.56640177734375,14.577048801002602,14.58353892578125,14.57704815234375
1659315720.0,14.5695090625,14.577130703598955,14.586106359375,14.5771423125
1659315780.0,14.5684670234375,14.577202145001952,14.58704168359375,14.5772050859375
1659315840.0,14.567625859375,14.57735442289909,14.58563555859375,14.57734946484375
1659315900.0,14.568128046875,14.577536336136063,14.58657716015625,14.57755033984375
1659315960.0,14.57033139453125,14.57767309539323,14.5845872421875,14.57769471875
1659316020.0,14.56935840625,14.577778204283202,14.5855665078125,14.57776376953125
1659316080.0,14.56823476171875,14.57789216527409,14.585754828125,14.57787676171875
1659316140.0,14.56726805078125,14.577993577854818,14.58694124609375,14.5779834765625
1659316200.0,14.5689692109375,14.578090813909505,14.5879016796875,14.5780839140625
1659316260.0,14.5676635234375,14.578107464563802,14.58646416796875,14.57809646875
1659316320.0,14.56917636328125,14.578322990884114,14.5868219765625,14.578322453125
1659316380.0,14.56810921484375,14.578530287606773,14.5875501484375,14.578523328125
1659316440.0,14.57110978515625,14.578770191991536,14.58670270703125,14.5787493125
1659316500.0,14.56995475390625,14.578957596858071,14.58849802734375,14.57895646484375
1659316560.0,14.57014307421875,14.579137264898437,14.588516859375,14.579125953125
1659316620.0,14.57046321875,14.579304408591796,14.58941451953125,14.5793142734375
1659316680.0,14.57094657421875,14.579354232915364,14.58823437890625,14.5793519375
1659316740.0,14.57024351171875,14.579422655962238,14.5887553984375,14.57940843359375
1659316800.0,14.57141109765625,14.579654722037109,14.5886800703125,14.5796658046875
1659316860.0,14.57028117578125,14.579914920027996,14.58926386328125,14.57991062109375
1659316920.0,14.57030628515625,14.580050050314451,14.58844153125,14.58006127734375
1659316980.0,14.5723338671875,14.580151841628256,14.58828459765625,14.58014916015625
1659317040.0,14.57186306640625,14.580185242328126,14.5878012421875,14.58017426953125
1659317100.0,14.57202,14.580178620776692,14.5878012421875,14.58017426953125
1659317160.0,14.5725347421875,14.58019171845443,14.59034984375,14.58018682421875
1659317220.0,14.57285488671875,14.580254230335935,14.58857335546875,14.58026215234375
1659317280.0,14.569383515625,14.580267464022787,14.59164925390625,14.5802433203125
1659317340.0,14.57127299609375,14.58032510468555,14.58810883203125,14.58029981640625
1659317400.0,14.5713546015625,14.580509313337888,14.59009875,14.58053835546875
